time,black,white,total,empty,temperature,luminosity,albedo,regulation_error
0,180,180,360,540,16.91353620493854,1.0,0.43999999999999645,5.586463795061459
1,367,252,619,281,25.474676337174213,1.0,0.4368333333333317,2.9746763371742126
2,432,375,807,93,28.85013996994378,1.0,0.4738333333333329,6.350139969943779
3,436,451,887,13,26.757868598365032,1.0,0.5027222222222221,4.257868598365032
4,434,461,895,5,23.147806894881946,1.0,0.5069444444444443,0.6478068948819455
5,433,465,898,2,20.887532299716373,1.0,0.5086666666666666,1.6124677002836272
6,434,466,900,0,19.730617775975876,1.0,0.5088888888888888,2.769382224024124
7,435,465,900,0,19.15284473282174,1.0,0.5083333333333333,3.347155267178259
8,436,462,898,2,18.91614422612786,1.0,0.507,3.5838557738721413
9,437,462,899,1,18.850664206380205,1.0,0.5068333333333334,3.6493357936197945
10,441,459,900,0,18.879035953442127,1.0,0.505,3.620964046557873
11,443,456,899,1,19.068999793159982,1.0,0.5035,3.431000206840018
12,449,451,900,0,19.269722180217496,1.0,0.5005555555555555,3.230277819782504
13,448,452,900,0,19.563028605322167,1.0,0.5011111111111111,2.9369713946778333
14,449,450,899,1,19.779719316862813,1.0,0.5001666666666666,2.7202806831371866
15,450,449,899,1,19.897674633401834,1.0,0.49961111111111106,2.6023253665981656
16,450,448,898,2,19.921633542177176,1.0,0.4992222222222222,2.578366457822824
17,446,453,899,1,19.897910028354577,1.0,0.5018333333333334,2.602089971645423
18,444,455,899,1,19.623065540879054,1.0,0.5029444444444444,2.876934459120946
19,446,453,899,1,19.54743927279314,1.0,0.5018333333333334,2.9525607272068584
20,448,451,899,1,19.588589379791074,1.0,0.5007222222222222,2.911410620208926
21,451,447,898,2,19.749239431266663,1.0,0.4986666666666666,2.7507605687333374
22,452,446,898,2,20.00465820447523,1.0,0.4981111111111111,2.4953417955247694
23,454,445,899,1,20.089791536965034,1.0,0.4973888888888889,2.410208463034966
24,456,443,899,1,20.3067677319646,1.0,0.49627777777777776,2.1932322680353984
25,460,439,899,1,20.608201061040294,1.0,0.4940555555555555,1.891798938959706
26,462,437,899,1,20.830323661998705,1.0,0.4929444444444444,1.6696763380012953
27,462,437,899,1,21.04644121096036,1.0,0.4929444444444444,1.45355878903964
28,462,436,898,2,20.971164714633968,1.0,0.4925555555555556,1.528835285366032
29,465,434,899,1,21.02965697290066,1.0,0.49127777777777776,1.4703430270993394
30,466,433,899,1,21.17356931128516,1.0,0.49072222222222217,1.32643068871484
31,466,432,898,2,21.39452622050661,1.0,0.4903333333333333,1.1054737794933907
32,470,428,898,2,21.583283697442106,1.0,0.48811111111111105,0.9167163025578944
33,473,425,898,2,21.89738489364346,1.0,0.4864444444444444,0.6026151063565415
34,473,425,898,2,21.967230727366807,1.0,0.4864444444444444,0.5327692726331925
35,476,421,897,3,22.15939590759413,1.0,0.48438888888888887,0.34060409240586864
36,477,421,898,2,22.27401420052904,1.0,0.4842222222222222,0.22598579947095843
37,473,423,896,4,22.33063912828038,1.0,0.4856666666666667,0.16936087171961844
38,473,423,896,4,22.27106260906261,1.0,0.4856666666666667,0.2289373909373893
39,478,421,899,1,22.390275089482902,1.0,0.4840555555555555,0.1097249105170981
40,478,420,898,2,22.442324025072722,1.0,0.4836666666666667,0.05767597492727816
41,363,466,829,71,23.34667770005816,1.0,0.5207222222222216,0.8466777000581587
42,384,453,837,63,23.983558245790345,1.0,0.5121666666666662,1.483558245790345
43,435,448,883,17,23.790401650566444,1.0,0.5017222222222222,1.2904016505664444
44,443,449,892,8,22.12824290645925,1.0,0.5007777777777777,0.3717570935407508
45,448,447,895,5,21.027307717937195,1.0,0.49916666666666654,1.4726922820628054
46,452,444,896,4,20.59082211421121,1.0,0.4973333333333333,1.9091778857887896
47,455,441,896,4,20.47007825621035,1.0,0.49566666666666664,2.02992174378965
48,454,443,897,3,20.479743826198238,1.0,0.4966111111111111,2.020256173801762
49,455,442,897,3,20.44955786169803,1.0,0.4960555555555555,2.050442138301971
50,449,448,897,3,20.398761911237646,1.0,0.4993888888888889,2.1012380887623543
51,449,447,896,4,20.16256722032639,1.0,0.49899999999999994,2.337432779673609
52,444,452,896,4,19.956580891777325,1.0,0.5017777777777778,2.5434191082226754
53,444,451,895,5,19.87075499289181,1.0,0.5013888888888888,2.6292450071081888
54,447,448,895,5,19.85393505089064,1.0,0.49972222222222223,2.646064949109359
55,447,446,893,7,19.94302402375219,1.0,0.4989444444444444,2.5569759762478093
56,446,449,895,5,19.987568510182953,1.0,0.5002777777777778,2.512431489817047
57,452,443,895,5,20.0709525103341,1.0,0.49694444444444447,2.4290474896659013
58,453,442,895,5,20.20121771221922,1.0,0.4963888888888889,2.2987822877807815
59,453,442,895,5,20.28420179726693,1.0,0.4963888888888889,2.215798202733069
60,454,441,895,5,20.316768097738215,1.0,0.49583333333333335,2.1832319022617845
61,455,440,895,5,20.350218513362876,1.0,0.49527777777777776,2.1497814866371243
62,458,437,895,5,20.54203746864598,1.0,0.4936111111111111,1.9579625313540205
63,460,438,898,2,20.674334133213925,1.0,0.4936666666666667,1.8256658667860748
64,461,437,898,2,20.809835745770094,1.0,0.49311111111111106,1.6901642542299058
65,459,440,899,1,20.938698308983934,1.0,0.4946111111111111,1.561301691016066
66,458,442,900,0,20.86373881133033,1.0,0.4955555555555556,1.6362611886696712
67,460,440,900,0,20.852352069945127,1.0,0.49444444444444446,1.6476479300548732
68,459,441,900,0,20.716193662044585,1.0,0.495,1.783806337955415
69,456,444,900,0,20.603485747831478,1.0,0.49666666666666665,1.8965142521685223
70,456,444,900,0,20.48602003378916,1.0,0.49666666666666665,2.01397996621084
71,461,439,900,0,20.54126916730305,1.0,0.4938888888888889,1.9587308326969506
72,460,440,900,0,20.69111724793149,1.0,0.49444444444444446,1.8088827520685093
73,461,438,899,1,20.809985779792424,1.0,0.4935,1.6900142202075763
74,461,438,899,1,20.861178522386446,1.0,0.4935,1.6388214776135541
75,463,436,899,1,20.877164932914763,1.0,0.4923888888888889,1.6228350670852372
76,465,435,900,0,20.982657082041065,1.0,0.49166666666666664,1.5173429179589348
77,468,432,900,0,21.193329638685977,1.0,0.49,1.3066703613140227
78,468,432,900,0,21.342610408555153,1.0,0.49,1.157389591444847
79,469,430,899,1,21.451585324267782,1.0,0.4890555555555555,1.048414675732218
80,470,430,900,0,21.542459969050494,1.0,0.4888888888888889,0.9575400309495059
81,487,383,870,30,25.11247505346147,1.0,0.46777777777777757,2.61247505346147
82,489,377,866,34,28.23712081849747,1.0,0.46511111111111103,5.73712081849747
83,483,386,869,31,28.885504221843785,1.0,0.4696111111111111,6.385504221843785
84,492,405,897,3,27.239005092332473,1.0,0.4755,4.739005092332473
85,490,409,899,1,25.44620893994138,1.0,0.47738888888888886,2.9462089399413784
86,486,413,899,1,24.365107155506355,1.0,0.4796111111111111,1.8651071555063545
87,483,414,897,3,23.614443766323912,1.0,0.4805,1.1144437663239124
88,483,414,897,3,23.32631683611002,1.0,0.48050000000000004,0.8263168361100206
89,477,420,897,3,23.103290129962208,1.0,0.4838333333333334,0.6032901299622075
90,477,421,898,2,22.95607380867801,1.0,0.4842222222222222,0.45607380867800984
91,476,423,899,1,22.601631433366556,1.0,0.48516666666666663,0.10163143336655622
92,477,423,900,0,22.477280479310135,1.0,0.485,0.022719520689864936
93,476,424,900,0,22.406179260229333,1.0,0.4855555555555556,0.09382073977066696
94,470,429,899,1,22.22094369194363,1.0,0.4885,0.2790563080563686
95,471,429,900,0,21.92713915288841,1.0,0.48833333333333334,0.5728608471115884
96,473,427,900,0,21.903144615948396,1.0,0.4872222222222222,0.5968553840516044
97,471,428,899,1,21.77648113822725,1.0,0.4879444444444444,0.7235188617727495
98,467,433,900,0,21.704907876030216,1.0,0.4905555555555556,0.7950921239697841
99,467,433,900,0,21.476176013355786,1.0,0.4905555555555556,1.0238239866442136
100,465,435,900,0,21.308939848419286,1.0,0.49166666666666664,1.1910601515807144
101,460,440,900,0,21.11065555669987,1.0,0.49444444444444446,1.3893444433001285
102,455,445,900,0,20.835051225937157,1.0,0.49722222222222223,1.664948774062843
103,453,447,900,0,20.531081055137587,1.0,0.49833333333333335,1.9689189448624127
104,451,448,899,1,20.316615775369826,1.0,0.49905555555555553,2.1833842246301742
105,457,442,899,1,20.34053239141,1.0,0.4957222222222222,2.159467608589999
106,457,443,900,0,20.5557301104908,1.0,0.4961111111111111,1.9442698895092008
107,457,443,900,0,20.566514244885187,1.0,0.4961111111111111,1.9334857551148126
108,457,443,900,0,20.485385766421157,1.0,0.4961111111111111,2.0146142335788433
109,459,441,900,0,20.53202629156649,1.0,0.495,1.9679737084335116
110,458,441,899,1,20.582123780296858,1.0,0.49516666666666664,1.9178762197031425
111,458,442,900,0,20.492506315410886,1.0,0.4955555555555556,2.0074936845891145
112,454,445,899,1,20.57884683889195,1.0,0.4973888888888889,1.9211531611080517
113,454,446,900,0,20.44623913444559,1.0,0.49777777777777776,2.053760865554409
114,457,443,900,0,20.3366750093918,1.0,0.4961111111111111,2.1633249906081993
115,455,445,900,0,20.31622747764293,1.0,0.49722222222222223,2.1837725223570708
116,454,446,900,0,20.26274343893791,1.0,0.49777777777777776,2.2372565610620896
117,452,448,900,0,20.218149935480252,1.0,0.4988888888888889,2.281850064519748
118,453,447,900,0,20.151908692204707,1.0,0.49833333333333335,2.3480913077952934
119,448,452,900,0,20.118103851850808,1.0,0.5011111111111111,2.381896148149192
120,449,451,900,0,19.908940418814062,1.0,0.5005555555555555,2.591059581185938
121,462,433,895,5,21.575262114743065,1.0,0.49138888888888876,0.9247378852569348
122,474,413,887,13,24.266469342046168,1.0,0.481611111111111,1.7664693420461681
123,473,406,879,21,25.874340568802808,1.0,0.47905555555555523,3.3743405688028076
124,474,412,886,14,25.52881541731903,1.0,0.481222222222222,3.0288154173190307
125,475,416,891,9,24.34324598111109,1.0,0.4826111111111109,1.8432459811110888
126,472,421,893,7,23.610386265030506,1.0,0.48505555555555535,1.110386265030506
127,470,427,897,3,22.89376891204864,1.0,0.48772222222222217,0.39376891204863895
128,468,430,898,2,22.39470101886497,1.0,0.48922222222222217,0.10529898113502867
129,475,424,899,1,22.206963047924987,1.0,0.4857222222222222,0.29303695207501335
130,479,420,899,1,22.38500253507181,1.0,0.4835,0.11499746492819085
131,479,421,900,0,22.447929271203623,1.0,0.48388888888888887,0.05207072879637664
132,482,418,900,0,22.488318381322102,1.0,0.4822222222222222,0.011681618677897632
133,483,416,899,1,22.67536516051567,1.0,0.48127777777777775,0.1753651605156712
134,485,414,899,1,22.926815032194217,1.0,0.48016666666666663,0.42681503219421657
135,484,416,900,0,22.930316454162,1.0,0.4811111111111111,0.43031645416199993
136,483,416,899,1,22.888122673599174,1.0,0.48127777777777775,0.38812267359917385
137,479,420,899,1,22.79630406561333,1.0,0.4835,0.2963040656133309
138,484,415,899,1,22.777171987778104,1.0,0.4807222222222222,0.2771719877781038
139,484,415,899,1,22.794383175018204,1.0,0.4807222222222222,0.2943831750182042
140,483,415,898,2,22.838007518132404,1.0,0.48088888888888887,0.3380075181324038
141,484,415,899,1,22.955950196119414,1.0,0.4807222222222222,0.4559501961194137
142,484,415,899,1,23.06710754999608,1.0,0.4807222222222222,0.5671075499960807
143,486,413,899,1,23.044407204609662,1.0,0.4796111111111111,0.5444072046096622
144,487,412,899,1,23.11133605424122,1.0,0.4790555555555555,0.611336054241221
145,481,418,899,1,23.056227277247416,1.0,0.48238888888888887,0.5562272772474159
146,484,414,898,2,23.003264100025056,1.0,0.4803333333333333,0.5032641000250564
147,482,416,898,2,23.046820010402172,1.0,0.4814444444444444,0.5468200104021719
148,482,416,898,2,22.89418843683608,1.0,0.4814444444444444,0.39418843683608173
149,479,419,898,2,22.817188431336913,1.0,0.48311111111111105,0.31718843133691266
150,481,417,898,2,22.68255792215743,1.0,0.48199999999999993,0.18255792215742872
151,477,420,897,3,22.623484190904158,1.0,0.48383333333333334,0.12348419090415774
152,480,417,897,3,22.725096581201566,1.0,0.48216666666666663,0.22509658120156573
153,479,419,898,2,22.7669770342977,1.0,0.48311111111111105,0.2669770342976996
154,475,423,898,2,22.533860272334103,1.0,0.4853333333333333,0.033860272334102604
155,470,427,897,3,22.36374743903689,1.0,0.48772222222222217,0.13625256096311134
156,470,427,897,3,22.09467153286494,1.0,0.48772222222222217,0.4053284671350603
157,471,426,897,3,22.030171078767278,1.0,0.4871666666666666,0.4698289212327218
158,470,426,896,4,21.953976360171726,1.0,0.48733333333333323,0.5460236398282738
159,475,421,896,4,22.125991497838882,1.0,0.48455555555555546,0.3740085021611179
160,476,420,896,4,22.195516019999552,1.0,0.4839999999999999,0.3044839800004482
161,458,422,880,20,23.298754047495795,1.0,0.4877777777777774,0.7987540474957946
162,423,440,863,37,24.670234690134045,1.0,0.5006111111111106,2.170234690134045
163,441,446,887,13,24.439298657417012,1.0,0.49994444444444436,1.9392986574170124
164,451,443,894,6,23.326107491090088,1.0,0.49711111111111095,0.8261074910900881
165,452,444,896,4,22.082167972392764,1.0,0.49733333333333324,0.41783202760723626
166,461,437,898,2,21.49590118125439,1.0,0.49311111111111106,1.0040988187456108
167,468,430,898,2,21.406007196745904,1.0,0.48922222222222217,1.0939928032540962
168,470,427,897,3,21.650820161213606,1.0,0.48772222222222217,0.8491798387863945
169,466,432,898,2,21.685337660354,1.0,0.4903333333333333,0.8146623396459987
170,464,434,898,2,21.58793020067306,1.0,0.4914444444444444,0.9120697993269395
171,459,437,896,4,21.460263229791696,1.0,0.49344444444444435,1.0397367702083038
172,456,442,898,2,21.123837053018093,1.0,0.4958888888888888,1.376162946981907
173,456,442,898,2,20.841641974096273,1.0,0.4958888888888888,1.658358025903727
174,457,440,897,3,20.770581933623653,1.0,0.49494444444444435,1.729418066376347
175,458,437,895,5,20.77075488159765,1.0,0.49361111111111106,1.7292451184023498
176,457,437,894,6,20.849804596625493,1.0,0.49377777777777776,1.6501954033745072
177,463,433,896,4,20.98545996056933,1.0,0.4912222222222221,1.5145400394306705
178,462,433,895,5,21.053971861257363,1.0,0.49138888888888876,1.446028138742637
179,462,435,897,3,21.10607929570652,1.0,0.4921666666666666,1.3939207042934783
180,462,437,899,1,21.106040005489515,1.0,0.4929444444444444,1.3939599945104852
181,464,434,898,2,21.123187625770022,1.0,0.49144444444444446,1.3768123742299778
182,465,432,897,3,21.30685518338106,1.0,0.49050000000000005,1.1931448166189398
183,463,434,897,3,21.31148419780924,1.0,0.49161111111111117,1.1885158021907607
184,463,435,898,2,21.26024425270793,1.0,0.492,1.2397557472920688
185,465,433,898,2,21.374699278133892,1.0,0.4908888888888889,1.1253007218661075
186,462,435,897,3,21.327554761080528,1.0,0.4921666666666667,1.1724452389194724
187,465,432,897,3,21.36509425948958,1.0,0.49050000000000005,1.134905740510419
188,465,432,897,3,21.34128795457962,1.0,0.49050000000000005,1.1587120454203799
189,468,429,897,3,21.46053405804871,1.0,0.4888333333333334,1.0394659419512884
190,467,431,898,2,21.46797109490006,1.0,0.4897777777777778,1.0320289050999385
191,469,429,898,2,21.541727112314057,1.0,0.4886666666666667,0.9582728876859434
192,471,426,897,3,21.665809885398396,1.0,0.48716666666666664,0.8341901146016042
193,472,424,896,4,21.920796503516463,1.0,0.4862222222222222,0.5792034964835366
194,472,424,896,4,22.048974031291625,1.0,0.4862222222222222,0.4510259687083753
195,479,419,898,2,22.24421205110327,1.0,0.4831111111111111,0.2557879488967316
196,479,419,898,2,22.395385513324477,1.0,0.4831111111111111,0.10461448667552276
197,476,422,898,2,22.497065251876695,1.0,0.4847777777777778,0.0029347481233052974
198,477,421,898,2,22.38105289701845,1.0,0.4842222222222222,0.11894710298155076
199,475,423,898,2,22.357381250367393,1.0,0.48533333333333334,0.14261874963260723
200,472,425,897,3,22.19722890572877,1.0,0.4866111111111111,0.30277109427122895
201,457,436,893,7,23.319514630613885,1.005,0.4933888888888888,0.8195146306138845
202,463,412,875,25,25.30371670385446,1.0099999999999998,0.48305555555555535,2.803716703854459
203,463,423,886,14,26.501255382949065,1.0149999999999997,0.4873333333333333,4.001255382949065
204,462,432,894,6,25.70055979814505,1.0199999999999996,0.491,3.2005597981450506
205,464,432,896,4,24.49177112303826,1.0249999999999995,0.4906666666666666,1.9917711230382587
206,463,434,897,3,23.79150778345897,1.0299999999999994,0.49161111111111105,1.2915077834589717
207,457,440,897,3,23.43322367030431,1.0349999999999993,0.49494444444444435,0.9332236703043115
208,453,444,897,3,23.331601369709336,1.0399999999999991,0.4971666666666666,0.8316013697093361
209,457,439,896,4,23.401414297506705,1.044999999999999,0.49455555555555547,0.9014142975067045
210,459,436,895,5,23.793002452414484,1.049999999999999,0.49305555555555547,1.293002452414484
211,462,434,896,4,24.354264015256085,1.0549999999999988,0.4917777777777777,1.854264015256085
